-4,9.071839999999995,17.78,1
2,1.3607760000000013,-10.159999999999997,1
-5,9.071840000000009,12.700000000000017,1
4,-4.989512000000005,2.539999999999992,1
5,-7.257471999999993,0.0,1
-6,-10.886207999999996,-2.5400000000000205,2
2,-4.535920000000004,-2.539999999999992,1
-3,-4.989511999999991,-10.159999999999997,1
0,6.803879999999992,0.0,2
5,4.989512000000005,2.539999999999992,1
0,-7.711063999999993,-7.6200000000000045,2
2,13.607759999999999,20.319999999999993,1
4,-1.3607760000000013,-10.160000000000025,1
-9,-9.071840000000009,-2.539999999999992,1
6,9.979023999999995,-2.5400000000000205,1
0,7.711063999999993,5.079999999999984,1
5,1.360775999999987,5.0800000000000125,1
-2,17.236496000000002,10.159999999999997,1
4,0.45359200000000044,-5.079999999999984,1
3,5.896696000000006,7.6200000000000045,1
-4,0.0,5.079999999999984,1
6,1.8143679999999875,-7.6200000000000045,1
2,8.164656000000008,12.700000000000017,1
-3,3.175144000000003,5.0800000000000125,1
3,-1.8143680000000018,-2.539999999999992,1
2,-4.082328000000004,5.0800000000000125,1
1,5.443104000000005,5.079999999999984,1
-3,-9.071839999999995,-5.0800000000000125,1
6,13.607759999999999,12.699999999999989,1
-1,0.9071840000000009,-5.0800000000000125,1
-1,7.257471999999993,-7.6200000000000045,3
-3,6.350288000000006,2.539999999999992,1
-6,13.154167999999999,7.619999999999976,1
-4,2.267960000000002,0.0,1
2,3.6287360000000035,10.159999999999997,2
0,-11.339799999999997,-5.079999999999984,2
-6,-9.525431999999995,0.0,1
0,-5.443104000000005,-7.6200000000000045,1
2,8.618247999999994,-5.0800000000000125,3
2,3.175144000000003,7.6200000000000045,1
3,2.267960000000002,0.0,3
3,1.360775999999987,-2.539999999999992,1
0,4.989511999999991,-7.6200000000000045,3
7,-4.535920000000004,-12.700000000000017,1
4,9.979023999999995,-2.539999999999992,1
-4,19.958048000000005,10.159999999999997,1
-5,-2.7215519999999884,10.160000000000025,1
4,-5.8966959999999915,-5.0800000000000125,1
-14,-6.803880000000007,-2.5400000000000205,1
-2,8.164656000000008,10.159999999999997,3
2,27.215519999999998,20.32000000000002,1
-7,5.443104000000005,2.539999999999992,3
-3,-2.267960000000002,-15.23999999999998,1
